id,plan_input_id,outcome_status,actual_start,actual_end,active_minutes,completion_ratio,interruption_count,stopped_early,user_note,recorded_at
6ff0419a-83bf-5ca5-a5ca-2330b6064b30,fa020a8d-8f58-528e-a16e-f842fe25856e,partial,2025-01-19T18:08:00+00:00,2025-01-19T18:14:00+00:00,5,0.17382,1,True,Synthetic training example.,2025-01-19T19:35:00+00:00
eb97e932-1dd5-5162-a9f9-7bacd637276f,469f12c4-183c-5ab5-9b05-3133b8fa2fed,partial,2025-01-20T05:10:00+00:00,2025-01-20T05:16:00+00:00,5,0.18704,2,True,Synthetic training example.,2025-01-20T07:11:00+00:00
63c44961-3caf-57ff-9c97-0c3eeb1d29fd,0707baf9-b28f-5dfb-a9c0-27368711e45f,abandoned,2025-01-20T11:16:00+00:00,2025-01-20T11:31:00+00:00,0,0.0,3,True,Synthetic training example.,2025-01-20T13:21:00+00:00
83b2f7f2-6748-55e1-9e3d-3ac92f5375a8,c149c66d-fadb-5788-82b9-cfe15e56bfe8,completed,2025-01-20T21:10:00+00:00,2025-01-20T22:38:00+00:00,88,0.97859,1,False,Synthetic training example.,2025-01-20T22:26:00+00:00
5c11414c-2ed2-5d59-9c4e-8456016ac2b8,6bf0a89a-6297-5bf2-a1ba-4bfee0b4f155,completed,2025-01-21T07:11:00+00:00,2025-01-21T08:34:00+00:00,83,0.93195,3,False,Synthetic training example.,2025-01-21T10:12:00+00:00
aeecb7c0-7d5b-5dc8-905d-e1cf6269caf4,db68755e-b829-5dab-a666-d41c79757f46,abandoned,2025-01-21T16:04:00+00:00,2025-01-21T16:08:00+00:00,0,0.0,2,True,Synthetic training example.,2025-01-21T18:53:00+00:00
dd6340c7-9a87-5a2d-af9e-cf10d700a9a7,395d8682-6d38-5879-875d-918a565b11f3,completed,2025-01-22T01:06:00+00:00,2025-01-22T02:24:00+00:00,78,0.86682,0,False,Synthetic training example.,2025-01-22T04:23:00+00:00
af2b38e3-6e4f-55bc-8de5-e5576a5cab3f,bd6a5b21-1b81-5566-8a44-4bf9cb640082,completed,2025-01-22T08:14:00+00:00,2025-01-22T09:05:00+00:00,51,0.85842,0,False,Synthetic training example.,2025-01-22T11:31:00+00:00
4160240d-3b2e-5102-8f09-44162bc1c545,eafabbe0-9c87-52b5-8c7d-d2c7832e4adf,completed,2025-01-22T20:18:00+00:00,2025-01-22T21:25:00+00:00,67,0.90137,2,False,Synthetic training example.,2025-01-22T21:12:00+00:00
66eeb447-601f-5ef2-98f6-44052a295a7c,d7aa10f0-6691-5e0b-ac46-b94892fc6b6a,partial,2025-01-23T02:01:00+00:00,2025-01-23T02:40:00+00:00,39,0.52783,3,True,Synthetic training example.,2025-01-23T04:43:00+00:00
bdcc9675-bf16-5bdd-b48c-4bf7efb5ea51,7158989a-ad4a-5e43-96be-b96105001f7b,completed,2025-01-23T12:12:00+00:00,2025-01-23T12:29:00+00:00,17,0.8616,3,False,Synthetic training example.,2025-01-23T15:46:00+00:00
1235d98b-0e29-5247-90fa-7345ff0a8190,239c404a-cab7-5dd4-b6d7-c33687030ab7,completed,2025-01-23T22:15:00+00:00,2025-01-24T00:05:00+00:00,110,0.91858,0,False,Synthetic training example.,2025-01-23T22:57:00+00:00
c424798a-ff88-50f9-8195-344856fd33b5,f84fa086-e1e2-58df-96a6-9affaef39584,partial,2025-01-24T07:06:00+00:00,2025-01-24T07:13:00+00:00,7,0.38168,0,True,Synthetic training example.,2025-01-24T08:42:00+00:00
5a2a7108-d45c-513f-bffb-6786e8073ebb,eedb6de8-5b08-5a14-a938-11a77ad956c1,abandoned,2025-01-24T17:03:00+00:00,2025-01-24T17:09:00+00:00,0,0.0,0,True,Synthetic training example.,2025-01-24T17:58:00+00:00
b6862077-ecaa-59f0-8888-b0550728c7e3,ac0e2010-bf92-5924-b837-75d56f59ffe6,completed,2025-01-25T00:12:00+00:00,2025-01-25T00:37:00+00:00,25,0.85211,1,False,Synthetic training example.,2025-01-25T02:34:00+00:00
f0aa269b-2f2c-5c17-ad1e-1eba4864047a,96eade4d-5008-5d2d-a294-8c6e1a4e39db,completed,2025-01-25T08:01:00+00:00,2025-01-25T08:30:00+00:00,29,0.98247,1,False,Synthetic training example.,2025-01-25T09:29:00+00:00
1120e144-d9fa-5df5-b33c-859b3383d75a,7b8f5eb6-1e30-513e-bd8b-45f5044a98f4,completed,2025-01-25T17:03:00+00:00,2025-01-25T17:55:00+00:00,52,0.87221,0,False,Synthetic training example.,2025-01-25T17:30:00+00:00
0bc7bacc-2e6d-53bb-88c5-e4ab229f7ee7,66212ef1-bae4-5bdd-8abb-ceca83a3d147,completed,2025-01-26T02:00:00+00:00,2025-01-26T02:19:00+00:00,19,0.95968,3,False,Synthetic training example.,2025-01-26T04:10:00+00:00
2119da50-ea0b-547d-a805-2a9eaed54ca5,b2b206f0-e03b-529a-b193-e458de2d7565,completed,2025-01-26T13:14:00+00:00,2025-01-26T14:30:00+00:00,76,0.85331,0,False,Synthetic training example.,2025-01-26T13:25:00+00:00
152ff53c-4041-5ce3-9c1e-9b686699d167,b698eec7-fca1-51bb-b403-0996a93c1a87,completed,2025-01-26T23:17:00+00:00,2025-01-26T23:35:00+00:00,18,0.92099,2,False,Synthetic training example.,2025-01-27T02:30:00+00:00
e936931e-e32e-554d-8d80-c28bdfc73f65,e179a07c-6f10-54b8-84a4-5dd2b892a874,partial,2025-01-27T07:08:00+00:00,2025-01-27T07:25:00+00:00,17,0.57711,2,True,Synthetic training example.,2025-01-27T10:45:00+00:00
4877bd48-2981-5ed8-984b-02aacca2c7fe,87f1ff37-651d-5719-be5a-be7c64631e40,completed,2025-01-27T17:16:00+00:00,2025-01-27T17:53:00+00:00,37,0.8279,1,False,Synthetic training example.,2025-01-27T19:57:00+00:00
a6e7610a-d080-57d8-a8c2-4cb64744bf10,758f712a-58ea-51fb-af8d-481f5a125625,partial,2025-01-28T00:01:00+00:00,2025-01-28T00:20:00+00:00,19,0.32556,2,True,Synthetic training example.,2025-01-28T02:20:00+00:00
61909737-7927-56be-b1cd-dab8df81eee3,0117aa5c-5628-5113-a1a1-5fabe0caa294,partial,2025-01-28T09:01:00+00:00,2025-01-28T09:22:00+00:00,21,0.23524,3,True,Synthetic training example.,2025-01-28T09:46:00+00:00
d001201a-777f-5739-b3bd-e1b70824ae0e,fc900c0c-17bf-53fb-abb3-8046897d7757,completed,2025-01-28T17:15:00+00:00,2025-01-28T18:19:00+00:00,64,0.86303,3,False,Synthetic training example.,2025-01-28T17:30:00+00:00
885ab6f5-5f62-546c-8f13-3c725ba7d9a0,831784ba-c28b-584d-93a5-c0a10c8cd36d,partial,2025-01-29T02:16:00+00:00,2025-01-29T02:28:00+00:00,12,0.62847,0,True,Synthetic training example.,2025-01-29T02:29:00+00:00
4e5dd023-8c93-5863-a28c-52c12794be12,b4268b09-6c71-5280-9775-515acd674674,completed,2025-01-29T13:19:00+00:00,2025-01-29T14:42:00+00:00,83,0.92346,0,False,Synthetic training example.,2025-01-29T15:22:00+00:00
7eb7b376-e9be-51ef-92a2-aacc906d954a,47bc9630-b4af-59fb-9c63-cb0c73b43d07,completed,2025-01-29T20:18:00+00:00,2025-01-29T20:55:00+00:00,37,0.83548,0,False,Synthetic training example.,2025-01-29T23:11:00+00:00
5c701278-fa7f-5d8e-b432-b225428714bb,37d39850-ecc2-5d3b-aa1c-71b29dbf6a78,completed,2025-01-30T07:18:00+00:00,2025-01-30T08:12:00+00:00,54,0.91331,3,False,Synthetic training example.,2025-01-30T10:33:00+00:00
deaff435-2a05-5e41-95de-af5cb5eecf8b,32012d8a-843f-5474-b06e-903d0ccc1c23,completed,2025-01-30T15:18:00+00:00,2025-01-30T16:14:00+00:00,56,0.94942,3,False,Synthetic training example.,2025-01-30T16:17:00+00:00
be03c81b-f68b-528d-b05e-9387ba150a25,1a04be0a-24bd-5a76-92d7-b414f6782c91,partial,2025-01-31T00:05:00+00:00,2025-01-31T00:18:00+00:00,13,0.30755,0,True,Synthetic training example.,2025-01-31T00:42:00+00:00
005df164-f0ee-5d38-85df-2a6c76a5eb82,45a67024-fcf8-54de-bb5c-e43514d04895,partial,2025-01-31T08:10:00+00:00,2025-01-31T08:29:00+00:00,19,0.64953,1,True,Synthetic training example.,2025-01-31T09:02:00+00:00
e0321270-63a5-545d-ad4e-81161c66fd71,892c4275-cb04-5c56-8d11-6700a8df5285,completed,2025-01-31T19:04:00+00:00,2025-01-31T20:56:00+00:00,112,0.93398,1,False,Synthetic training example.,2025-01-31T19:33:00+00:00
7764d9be-8656-569c-9b4b-7067e4fee826,4c2a983d-52dd-5969-9990-ece306f03b6f,abandoned,2025-02-01T04:01:00+00:00,2025-02-01T04:13:00+00:00,0,0.0,1,True,Synthetic training example.,2025-02-01T06:22:00+00:00
26b6d383-b1ce-56e8-95d3-d894ad71e23e,38c3476a-4421-57a4-a46f-21b6cc74c66b,partial,2025-02-01T14:18:00+00:00,2025-02-01T14:55:00+00:00,37,0.4193,3,True,Synthetic training example.,2025-02-01T15:46:00+00:00
22d1bc35-60c8-5661-b879-fcd328d87938,e8d06a94-28d4-5906-bc57-7fefeeb2e3d9,completed,2025-02-01T23:16:00+00:00,2025-02-01T23:59:00+00:00,43,0.97772,2,False,Synthetic training example.,2025-02-02T02:53:00+00:00
0cdd5eca-ce18-5258-9b22-8067c47c419c,7258081b-bf19-54b1-b496-248fccf4a065,completed,2025-02-02T08:04:00+00:00,2025-02-02T08:43:00+00:00,39,0.881,3,False,Synthetic training example.,2025-02-02T11:37:00+00:00
e9ff6c50-18c4-5440-92eb-62cee45fafbd,f99491be-e1ec-5de9-8981-cfb1e36e421e,completed,2025-02-02T14:05:00+00:00,2025-02-02T14:44:00+00:00,39,0.88507,1,False,Synthetic training example.,2025-02-02T15:26:00+00:00
edb7d11d-ce55-5a95-b878-b5a18c513360,0db73721-27f5-574c-b8e6-e67dbd9ee64f,partial,2025-02-03T00:12:00+00:00,2025-02-03T00:33:00+00:00,21,0.47912,1,True,Synthetic training example.,2025-02-03T02:37:00+00:00
7b54c8f4-d7c8-5db0-b3c4-d65dd496a081,e82cac6b-44b5-5494-9953-59fe7eb294c4,partial,2025-02-03T10:02:00+00:00,2025-02-03T10:38:00+00:00,36,0.61423,2,True,Synthetic training example.,2025-02-03T12:23:00+00:00
ab8b56fe-08c7-5bbb-85d0-47375f620d8f,7d4a0a1f-a44f-56ac-a47c-1effb3a56b37,completed,2025-02-03T19:06:00+00:00,2025-02-03T20:09:00+00:00,63,0.84946,0,False,Synthetic training example.,2025-02-03T20:58:00+00:00
367c5a57-7ba3-5508-a638-2a163d91062b,8946d827-966f-5ba6-9bc2-70ec13a7299b,completed,2025-02-04T03:19:00+00:00,2025-02-04T04:00:00+00:00,41,0.91658,3,False,Synthetic training example.,2025-02-04T06:17:00+00:00
cb08487c-8692-5439-99a5-a6a15c138947,3f99d25c-f1c2-5d9f-8360-9e34cd71934c,abandoned,2025-02-04T13:04:00+00:00,2025-02-04T13:13:00+00:00,0,0.0,0,True,Synthetic training example.,2025-02-04T16:24:00+00:00
1df089c6-2703-5e1c-a90f-fb4fbacb6457,ebad89a2-1d48-52ec-802e-7ced1700b2c9,abandoned,2025-02-04T20:07:00+00:00,2025-02-04T20:25:00+00:00,0,0.0,0,True,Synthetic training example.,2025-02-04T22:12:00+00:00
6bff5686-4911-5766-a9ce-d37b40dad6c1,6c436f2a-9f36-5461-86ee-0f690d5dade2,completed,2025-02-05T08:09:00+00:00,2025-02-05T08:47:00+00:00,38,0.86471,0,False,Synthetic training example.,2025-02-05T10:55:00+00:00
7b2990f2-2502-5a1e-9a3a-c570fc1c6bde,6d4c12de-42ee-5f04-8b04-fedfce6ea0c0,abandoned,2025-02-05T14:11:00+00:00,2025-02-05T14:15:00+00:00,0,0.0,3,True,Synthetic training example.,2025-02-05T14:57:00+00:00
11052cf9-9e87-5bd0-98e1-b4d3e0f498e9,40feb87f-d7f2-53ad-bb3b-88924618bb36,partial,2025-02-06T02:18:00+00:00,2025-02-06T02:29:00+00:00,11,0.5994,0,True,Synthetic training example.,2025-02-06T05:29:00+00:00
884ae30f-30ac-5d4c-9e5e-80fd7b3a84fb,4e3dc790-9e59-5c45-92e1-58aa965b65bd,completed,2025-02-06T11:06:00+00:00,2025-02-06T11:30:00+00:00,24,0.83021,1,False,Synthetic training example.,2025-02-06T11:59:00+00:00
bd3b48e5-2441-52ae-af0b-c0e899958da1,d090df90-8f43-540b-959a-5bad009785a0,completed,2025-02-06T17:14:00+00:00,2025-02-06T18:17:00+00:00,63,0.84395,1,False,Synthetic training example.,2025-02-06T20:53:00+00:00
cd10e686-51fc-5821-a74f-e4a3462fca15,38e25a72-dd30-515d-8600-6d1580cdaa86,completed,2025-02-07T03:12:00+00:00,2025-02-07T04:10:00+00:00,58,0.98122,0,False,Synthetic training example.,2025-02-07T04:54:00+00:00
41130ab2-4834-5360-ab43-1e6020b9cc8d,21c92ace-ddf0-5573-8115-28724d66d4c9,partial,2025-02-07T11:10:00+00:00,2025-02-07T11:41:00+00:00,31,0.52459,1,True,Synthetic training example.,2025-02-07T14:42:00+00:00
3dc72585-d577-5ccf-a3cd-838b49774d09,93722b68-a0f8-5e9d-866f-79b8aa92f483,completed,2025-02-07T20:14:00+00:00,2025-02-07T21:20:00+00:00,66,0.89281,1,False,Synthetic training example.,2025-02-07T20:40:00+00:00
d8e8c322-f96b-593c-8cf0-fd5c46e08c02,c490e1ba-e17a-5679-86c3-edc0d64a29a3,partial,2025-02-08T07:06:00+00:00,2025-02-08T07:35:00+00:00,29,0.66269,0,True,Synthetic training example.,2025-02-08T09:15:00+00:00
bf946ad1-cc10-5b3b-b04c-965ec40a5e97,7e1b6e56-4ab7-5b92-aa63-b77a2c1c3b25,abandoned,2025-02-08T17:18:00+00:00,2025-02-08T17:30:00+00:00,0,0.0,2,True,Synthetic training example.,2025-02-08T20:19:00+00:00
cabf36bb-f3d9-554e-b8ef-53d771c07b5a,e955da13-aefc-594a-8eb1-6600ec218bed,completed,2025-02-09T02:03:00+00:00,2025-02-09T02:21:00+00:00,18,0.91798,0,False,Synthetic training example.,2025-02-09T04:18:00+00:00
3dcf3856-9ac8-5919-9d12-629e65861ad3,380dcebe-70bc-52ee-a865-3cc23d4cd70d,completed,2025-02-09T10:01:00+00:00,2025-02-09T10:28:00+00:00,27,0.92547,2,False,Synthetic training example.,2025-02-09T10:54:00+00:00
2234f804-06f6-545a-b84f-b91d4053f331,6eda663a-8774-552b-8a52-225022ded509,completed,2025-02-09T19:19:00+00:00,2025-02-09T20:12:00+00:00,53,0.88785,1,False,Synthetic training example.,2025-02-09T19:51:00+00:00
2171f2a5-d950-5c19-bcde-333c8bd0b6bd,f93069ef-2929-5c27-9b83-3634c6178d2f,completed,2025-02-10T03:10:00+00:00,2025-02-10T04:06:00+00:00,56,0.93561,0,False,Synthetic training example.,2025-02-10T05:37:00+00:00
00545812-3758-5e6b-85dc-79317c254c61,5509c15e-b611-5804-baee-b205efc04622,completed,2025-02-10T14:05:00+00:00,2025-02-10T15:15:00+00:00,70,0.93537,1,False,Synthetic training example.,2025-02-10T14:43:00+00:00
