id,user_id,parent_plan_input_id,input_source,title,description,category,planned_start,planned_duration_minutes,deadline_at,importance,difficulty,required_energy,required_focus,current_energy,current_focus,sleep_hours,stress_level,tasks_before_count,planned_minutes_before,daily_planned_minutes,minutes_since_previous,timezone_name,is_fixed_time,created_at
d5e40b8d-4a19-5647-9883-d7d70c42af04,52e067fa-bce9-5729-8e04-a185f102b79b,,user,Synthetic creative task 17,Synthetic training example; not observed human data.,creative,2025-01-07T08:00:00+00:00,45,2025-01-07T13:00:00+00:00,1,1,2,3,5.0,5.0,6.23,5.0,6,318,461,63.0,Europe/London,False,2025-01-06T23:00:00+00:00
b76549a3-ca3f-5f60-8a50-c4ca4a1929d1,129e8dc8-9a26-59ad-ac1b-2d7cc70c7f85,,user,Synthetic social task 18,Synthetic training example; not observed human data.,work,2025-01-07T19:00:00+00:00,90,2025-01-07T23:00:00+00:00,3,2,5,5,3.0,5.0,7.64,5.0,0,0,229,,Asia/Seoul,False,2025-01-05T16:00:00+00:00
6b9c998c-772c-5a64-a4a4-ee1ca1fbeb14,a958afa2-7da1-5c63-83df-83a452bfa6c1,,user,Synthetic study task 19,Synthetic training example; not observed human data.,study,2025-01-08T05:00:00+00:00,60,2025-01-08T08:00:00+00:00,1,5,4,3,2.0,5.0,5.28,3.0,4,88,164,8.0,Europe/London,True,2025-01-06T22:00:00+00:00
fbe35cf0-7e1b-58e0-b8b4-336c40b4036a,e71f35b5-19c3-5dd4-af5e-2504f4998805,,user,Synthetic work task 20,Synthetic training example; not observed human data.,health,2025-01-08T11:00:00+00:00,30,2025-01-08T15:00:00+00:00,1,4,1,1,,4.0,5.83,3.0,1,68,263,16.0,America/New_York,False,2025-01-08T07:00:00+00:00
7cda2a8b-4648-503f-a092-2cdcffd2c13c,32642b4e-b231-5e40-8264-576190ae7332,,user,Synthetic health task 21,Synthetic training example; not observed human data.,study,2025-01-08T23:00:00+00:00,60,2025-01-09T03:00:00+00:00,5,2,2,1,2.0,3.0,8.79,1.0,0,0,104,,Europe/London,False,2025-01-08T13:00:00+00:00
ef99f5d5-19cf-5869-91bb-32313ead3d95,0f4352eb-6df3-593f-900a-f893bdfa855a,,user,Synthetic chores task 22,Synthetic training example; not observed human data.,study,2025-01-09T08:00:00+00:00,90,2025-01-09T14:00:00+00:00,4,4,4,5,3.0,5.0,7.14,1.0,2,124,410,30.0,America/New_York,True,2025-01-08T08:00:00+00:00
4edef4e4-9139-5a6a-9989-69d88a074bf3,f4743d2c-248c-5d4c-84ed-445ab21f715e,,user,Synthetic creative task 23,Synthetic training example; not observed human data.,social,2025-01-09T15:00:00+00:00,20,2025-01-09T18:00:00+00:00,5,4,3,5,5.0,2.0,7.04,4.0,2,76,238,45.0,America/Denver,False,2025-01-09T00:00:00+00:00
9273f447-dc71-51ee-a3f4-04848a491d4f,fa89e9cd-d097-5bf8-b64c-a3ea68392403,,user,Synthetic social task 24,Synthetic training example; not observed human data.,study,2025-01-10T00:00:00+00:00,120,2025-01-10T05:00:00+00:00,3,3,5,3,5.0,,9.25,2.0,6,324,628,57.0,America/Denver,False,2025-01-07T15:00:00+00:00
efc727cd-0ec5-5a25-89ff-68c952dc903e,ef12750e-38b8-5dcd-b320-67e31fe54bc4,,user,Synthetic study task 25,Synthetic training example; not observed human data.,chores,2025-01-10T09:00:00+00:00,120,2025-01-10T17:00:00+00:00,5,5,2,1,4.0,4.0,5.55,5.0,3,105,267,12.0,Asia/Seoul,True,2025-01-07T20:00:00+00:00
a51a4be0-493d-5409-8ca3-a0fda119cee6,19ec7846-53f3-53cf-8b71-ad08221aa04e,,user,Synthetic work task 26,Synthetic training example; not observed human data.,health,2025-01-10T17:00:00+00:00,30,2025-01-10T19:00:00+00:00,3,5,4,3,4.0,1.0,5.13,1.0,7,280,478,60.0,America/Denver,False,2025-01-08T08:00:00+00:00
0aa3f6bc-bf3b-56ab-8f84-9f210688f9a5,f3f8deee-c8d2-56e3-9610-36180b9d3936,,user,Synthetic health task 27,Synthetic training example; not observed human data.,creative,2025-01-11T02:00:00+00:00,90,2025-01-11T04:00:00+00:00,1,3,2,2,3.0,1.0,7.37,4.0,1,32,247,103.0,Asia/Seoul,False,2025-01-08T11:00:00+00:00
31ae5378-8385-5e20-a061-c9f4c7775999,b9d51735-7bd6-5b87-aab2-0ece034003fb,,user,Synthetic chores task 28,Synthetic training example; not observed human data.,social,2025-01-11T14:00:00+00:00,75,2025-01-11T21:00:00+00:00,3,3,1,1,3.0,3.0,6.44,4.0,7,385,485,51.0,Asia/Seoul,True,2025-01-09T04:00:00+00:00
70fbfb83-c6e9-5119-9368-61e93c0004cd,c50c5be2-238a-5b9b-8626-ded1762889e1,,user,Synthetic creative task 29,Synthetic training example; not observed human data.,creative,2025-01-11T20:00:00+00:00,75,2025-01-11T22:00:00+00:00,3,4,2,5,5.0,4.0,7.67,1.0,4,200,368,55.0,America/Denver,False,2025-01-10T16:00:00+00:00
e6f75676-5db2-5232-aaf4-568c317c8c17,d0cd7e3b-95b6-509b-90d1-0341e4e89bc4,,user,Synthetic social task 30,Synthetic training example; not observed human data.,social,2025-01-12T07:00:00+00:00,60,2025-01-12T10:00:00+00:00,4,4,2,1,2.0,3.0,,2.0,7,483,683,58.0,Asia/Seoul,False,2025-01-11T15:00:00+00:00
0abe9f9f-2db0-5a46-a4ba-80e8a1a38512,e6021cfa-aea9-5c0c-9134-dbd3e0388619,,user,Synthetic study task 31,Synthetic training example; not observed human data.,work,2025-01-12T17:00:00+00:00,60,2025-01-13T01:00:00+00:00,2,5,2,4,2.0,5.0,6.53,4.0,1,60,217,92.0,Asia/Seoul,True,2025-01-09T19:00:00+00:00
8745bb3b-daae-5d94-a9fa-da3321642828,ea34b572-d755-504d-9b93-e958dd4325a8,,user,Synthetic work task 32,Synthetic training example; not observed human data.,social,2025-01-13T02:00:00+00:00,30,2025-01-13T10:00:00+00:00,1,5,2,4,2.0,3.0,5.71,,5,255,453,65.0,America/New_York,False,2025-01-12T10:00:00+00:00
b217b249-8fb6-50a1-b20b-b8cbeb62b9e2,86c4e7a5-9c0b-561d-95ff-5fa13358ef3d,,user,Synthetic health task 33,Synthetic training example; not observed human data.,work,2025-01-13T10:00:00+00:00,75,2025-01-13T14:00:00+00:00,5,1,5,2,2.0,4.0,6.22,4.0,2,80,354,65.0,America/New_York,False,2025-01-11T11:00:00+00:00
0e8a8e55-7515-57f0-a7ed-255575576e94,8540b559-3cc4-5c42-a148-b32c0e542f49,,user,Synthetic chores task 34,Synthetic training example; not observed human data.,health,2025-01-13T20:00:00+00:00,60,2025-01-13T23:00:00+00:00,2,5,2,3,3.0,4.0,6.15,2.0,4,212,480,36.0,America/Denver,True,2025-01-13T11:00:00+00:00
ed0c241a-3a5a-5ca4-b533-f68cf4928f22,43079c57-f179-576a-9d90-d4a0dba7f88d,,user,Synthetic creative task 35,Synthetic training example; not observed human data.,health,2025-01-14T05:00:00+00:00,60,2025-01-14T12:00:00+00:00,4,3,5,2,4.0,4.0,7.65,2.0,1,32,119,18.0,America/Denver,False,2025-01-14T02:00:00+00:00
94dfa236-3d6e-52a4-a366-e71be0db6f26,085ce621-8cfa-5e7e-844c-9f927d3ca9ca,,user,Synthetic social task 36,Synthetic training example; not observed human data.,social,2025-01-14T11:00:00+00:00,75,2025-01-14T20:00:00+00:00,3,5,4,1,5.0,1.0,7.45,2.0,3,150,410,88.0,America/Denver,False,2025-01-11T18:00:00+00:00
d4957a50-563a-53bb-84bd-60943d5ef487,1f5778a1-354e-5988-becd-adc9f7cbd869,,user,Synthetic study task 37,Synthetic training example; not observed human data.,work,2025-01-14T22:00:00+00:00,20,2025-01-15T05:00:00+00:00,4,3,2,4,4.0,2.0,7.3,4.0,1,62,158,61.0,America/Denver,True,2025-01-13T14:00:00+00:00
23cc3e9e-d2b5-5d71-a87c-4f29132f6311,7af52dc6-fcea-5393-b152-ecfd8cfde1a9,,user,Synthetic work task 38,Synthetic training example; not observed human data.,work,2025-01-15T07:00:00+00:00,45,2025-01-15T11:00:00+00:00,1,3,5,3,3.0,3.0,7.81,3.0,5,310,393,25.0,America/Denver,False,2025-01-14T14:00:00+00:00
d6e151b6-e242-5d95-97a9-76cc4d53950b,88293d32-f4fe-5672-aa66-85b0c3fe716c,,user,Synthetic health task 39,Synthetic training example; not observed human data.,chores,2025-01-15T16:00:00+00:00,90,2025-01-15T18:00:00+00:00,2,2,5,5,,2.0,6.38,3.0,5,240,489,16.0,Asia/Seoul,False,2025-01-13T01:00:00+00:00
4fc1e439-75a8-5d6d-b4f7-21302e3ad3d9,8bc6e328-fb8b-5a5c-a58a-14a8c2410e29,,user,Synthetic chores task 40,Synthetic training example; not observed human data.,creative,2025-01-15T23:00:00+00:00,45,2025-01-16T02:00:00+00:00,3,4,5,2,5.0,4.0,6.23,3.0,4,264,444,118.0,America/Denver,True,2025-01-14T19:00:00+00:00
d73a4c8b-1b4f-582f-93b0-3e3128ad6624,8810bba3-fe6f-5164-97ea-28fc1a5d3ce6,,user,Synthetic creative task 41,Synthetic training example; not observed human data.,study,2025-01-16T11:00:00+00:00,30,2025-01-16T16:00:00+00:00,1,1,4,5,2.0,4.0,5.47,1.0,4,244,404,51.0,America/New_York,False,2025-01-14T07:00:00+00:00
c9d2f15d-97c7-523f-bd4a-ecd07ff1c0b6,581ed008-7258-549b-ba24-c77ff274c4ea,,user,Synthetic social task 42,Synthetic training example; not observed human data.,study,2025-01-16T20:00:00+00:00,90,2025-01-17T03:00:00+00:00,5,4,3,5,4.0,4.0,8.47,5.0,7,224,399,97.0,Asia/Seoul,False,2025-01-16T00:00:00+00:00
1f4b1f5a-d3d0-5ee3-a6aa-467021d9b016,14e46070-429e-5480-b565-72b274ed96c5,,user,Synthetic study task 43,Synthetic training example; not observed human data.,chores,2025-01-17T04:00:00+00:00,120,2025-01-17T13:00:00+00:00,4,1,1,5,1.0,4.0,5.75,2.0,2,96,428,99.0,America/New_York,True,2025-01-16T13:00:00+00:00
92100250-de3a-56c6-9c1a-3aa48ba1ebf1,be58bfdf-03f4-5c3b-8db5-ad0d70fbb873,,user,Synthetic work task 44,Synthetic training example; not observed human data.,creative,2025-01-17T12:00:00+00:00,30,2025-01-17T17:00:00+00:00,1,5,5,1,3.0,1.0,6.69,5.0,0,0,145,,Asia/Seoul,False,2025-01-15T23:00:00+00:00
76e081f4-fd46-548d-b4d4-47c6ba06aeb3,52077bac-eeba-5ecc-aeff-51ad3edf080b,,user,Synthetic health task 45,Synthetic training example; not observed human data.,chores,2025-01-17T21:00:00+00:00,45,2025-01-18T00:00:00+00:00,1,3,4,4,4.0,2.0,7.76,4.0,3,102,369,80.0,Asia/Seoul,False,2025-01-15T23:00:00+00:00
14c01aca-38a2-57de-b854-5564e5f08459,e02d4f01-1842-5a6a-a67c-42e207144343,,user,Synthetic chores task 46,Synthetic training example; not observed human data.,health,2025-01-18T07:00:00+00:00,30,2025-01-18T13:00:00+00:00,2,3,1,1,4.0,3.0,5.6,1.0,3,102,161,45.0,America/Denver,True,2025-01-18T05:00:00+00:00
4a686b7d-0419-59f1-9ab3-ca8acb72da27,88c95f3e-e77d-580c-94db-aae0db1b55d7,,user,Synthetic creative task 47,Synthetic training example; not observed human data.,study,2025-01-18T16:00:00+00:00,30,2025-01-18T22:00:00+00:00,1,5,5,4,4.0,,6.36,4.0,2,92,231,56.0,Europe/London,False,2025-01-17T19:00:00+00:00
08df4258-5bfb-56dc-94cd-5ed1f237c7df,de048897-3bb6-56d1-a408-b1afaa49290e,,user,Synthetic social task 48,Synthetic training example; not observed human data.,health,2025-01-19T02:00:00+00:00,45,2025-01-19T08:00:00+00:00,3,1,4,3,1.0,4.0,7.28,1.0,5,150,377,109.0,Asia/Seoul,False,2025-01-18T08:00:00+00:00
bf12f1ee-0371-510f-a62f-36db842ea3f0,0bc5c71e-e6d5-5fed-8e0d-571f85685b5f,,user,Synthetic study task 49,Synthetic training example; not observed human data.,work,2025-01-19T11:00:00+00:00,60,2025-01-19T19:00:00+00:00,5,1,5,4,5.0,3.0,6.04,5.0,6,174,278,31.0,America/Denver,True,2025-01-16T16:00:00+00:00
fa020a8d-8f58-528e-a16e-f842fe25856e,88dcec12-9cb8-559e-93d3-cbb51dd78fbf,,user,Synthetic work task 50,Synthetic training example; not observed human data.,creative,2025-01-19T18:00:00+00:00,30,2025-01-19T22:00:00+00:00,2,5,2,1,5.0,3.0,7.28,2.0,0,0,115,,America/New_York,False,2025-01-18T22:00:00+00:00
469f12c4-183c-5ab5-9b05-3133b8fa2fed,3ec27e4b-f5ed-59be-a1cb-116d3513f950,,user,Synthetic health task 51,Synthetic training example; not observed human data.,chores,2025-01-20T05:00:00+00:00,30,2025-01-20T13:00:00+00:00,1,4,4,5,2.0,4.0,7.65,4.0,5,295,337,93.0,America/Denver,False,2025-01-18T02:00:00+00:00
0707baf9-b28f-5dfb-a9c0-27368711e45f,ee227133-fc5b-54ac-b693-f80a5f3b46b2,,user,Synthetic chores task 52,Synthetic training example; not observed human data.,work,2025-01-20T11:00:00+00:00,75,2025-01-20T19:00:00+00:00,4,5,4,1,5.0,2.0,9.27,5.0,6,270,501,87.0,Europe/London,True,2025-01-17T22:00:00+00:00
c149c66d-fadb-5788-82b9-cfe15e56bfe8,5547a1d0-f5a8-5c88-ac0a-936053d79379,,user,Synthetic creative task 53,Synthetic training example; not observed human data.,chores,2025-01-20T21:00:00+00:00,90,2025-01-21T02:00:00+00:00,1,2,2,3,5.0,2.0,7.1,2.0,2,52,353,114.0,America/Denver,False,2025-01-20T00:00:00+00:00
6bf0a89a-6297-5bf2-a1ba-4bfee0b4f155,bb7fcb4f-13b1-5608-996a-3427e85e1a8d,,user,Synthetic social task 54,Synthetic training example; not observed human data.,social,2025-01-21T07:00:00+00:00,90,2025-01-21T13:00:00+00:00,3,3,5,4,2.0,1.0,8.29,1.0,2,120,416,66.0,Europe/London,False,2025-01-18T13:00:00+00:00
db68755e-b829-5dab-a666-d41c79757f46,a341c037-5f9f-5554-a6dc-4bf19b643bd8,,user,Synthetic study task 55,Synthetic training example; not observed human data.,chores,2025-01-21T16:00:00+00:00,20,2025-01-21T23:00:00+00:00,2,4,1,5,1.0,2.0,7.25,5.0,3,156,179,109.0,America/New_York,True,2025-01-18T22:00:00+00:00
395d8682-6d38-5879-875d-918a565b11f3,a65d7356-32ab-57a6-bb05-e99b25a4f227,,user,Synthetic work task 56,Synthetic training example; not observed human data.,health,2025-01-22T01:00:00+00:00,90,2025-01-22T08:00:00+00:00,2,5,1,1,3.0,4.0,5.72,4.0,7,189,359,118.0,America/New_York,False,2025-01-19T12:00:00+00:00
bd6a5b21-1b81-5566-8a44-4bf9cb640082,52e067fa-bce9-5729-8e04-a185f102b79b,,user,Synthetic health task 57,Synthetic training example; not observed human data.,creative,2025-01-22T08:00:00+00:00,60,2025-01-22T12:00:00+00:00,4,2,5,3,5.0,5.0,7.04,4.0,6,294,481,51.0,Asia/Seoul,False,2025-01-20T12:00:00+00:00
eafabbe0-9c87-52b5-8c7d-d2c7832e4adf,129e8dc8-9a26-59ad-ac1b-2d7cc70c7f85,,user,Synthetic chores task 58,Synthetic training example; not observed human data.,work,2025-01-22T20:00:00+00:00,75,2025-01-23T02:00:00+00:00,5,3,4,4,,3.0,6.53,4.0,2,82,327,29.0,Europe/London,True,2025-01-20T18:00:00+00:00
d7aa10f0-6691-5e0b-ac46-b94892fc6b6a,a958afa2-7da1-5c63-83df-83a452bfa6c1,,user,Synthetic creative task 59,Synthetic training example; not observed human data.,study,2025-01-23T02:00:00+00:00,75,2025-01-23T08:00:00+00:00,2,3,5,4,3.0,3.0,,3.0,6,336,422,114.0,America/New_York,False,2025-01-22T12:00:00+00:00
7158989a-ad4a-5e43-96be-b96105001f7b,e71f35b5-19c3-5dd4-af5e-2504f4998805,,user,Synthetic social task 60,Synthetic training example; not observed human data.,health,2025-01-23T12:00:00+00:00,20,2025-01-23T16:00:00+00:00,5,3,2,5,1.0,4.0,7.42,4.0,3,153,346,101.0,America/New_York,False,2025-01-22T20:00:00+00:00
239c404a-cab7-5dd4-b6d7-c33687030ab7,32642b4e-b231-5e40-8264-576190ae7332,,user,Synthetic study task 61,Synthetic training example; not observed human data.,chores,2025-01-23T22:00:00+00:00,120,2025-01-24T00:00:00+00:00,3,3,5,2,4.0,1.0,8.48,1.0,5,230,367,64.0,America/Denver,True,2025-01-21T02:00:00+00:00
f84fa086-e1e2-58df-96a6-9affaef39584,0f4352eb-6df3-593f-900a-f893bdfa855a,,user,Synthetic work task 62,Synthetic training example; not observed human data.,chores,2025-01-24T07:00:00+00:00,20,2025-01-24T16:00:00+00:00,4,2,2,2,5.0,4.0,6.08,5.0,6,168,363,113.0,America/New_York,False,2025-01-21T13:00:00+00:00
eedb6de8-5b08-5a14-a938-11a77ad956c1,f4743d2c-248c-5d4c-84ed-445ab21f715e,,user,Synthetic health task 63,Synthetic training example; not observed human data.,health,2025-01-24T17:00:00+00:00,30,2025-01-24T22:00:00+00:00,3,5,3,5,1.0,3.0,8.01,,3,141,257,7.0,Europe/London,False,2025-01-24T14:00:00+00:00
ac0e2010-bf92-5924-b837-75d56f59ffe6,fa89e9cd-d097-5bf8-b64c-a3ea68392403,,user,Synthetic chores task 64,Synthetic training example; not observed human data.,work,2025-01-25T00:00:00+00:00,30,2025-01-25T05:00:00+00:00,2,3,4,5,5.0,5.0,9.37,2.0,2,108,185,63.0,America/New_York,True,2025-01-22T06:00:00+00:00
96eade4d-5008-5d2d-a294-8c6e1a4e39db,ef12750e-38b8-5dcd-b320-67e31fe54bc4,,user,Synthetic creative task 65,Synthetic training example; not observed human data.,creative,2025-01-25T08:00:00+00:00,30,2025-01-25T11:00:00+00:00,5,2,3,1,1.0,2.0,6.84,4.0,2,86,346,91.0,Asia/Seoul,False,2025-01-23T06:00:00+00:00
7b8f5eb6-1e30-513e-bd8b-45f5044a98f4,19ec7846-53f3-53cf-8b71-ad08221aa04e,,user,Synthetic social task 66,Synthetic training example; not observed human data.,creative,2025-01-25T17:00:00+00:00,60,2025-01-25T21:00:00+00:00,4,5,5,2,5.0,4.0,6.85,3.0,6,186,406,28.0,America/Denver,False,2025-01-23T07:00:00+00:00
66212ef1-bae4-5bdd-8abb-ceca83a3d147,f3f8deee-c8d2-56e3-9610-36180b9d3936,,user,Synthetic study task 67,Synthetic training example; not observed human data.,chores,2025-01-26T02:00:00+00:00,20,2025-01-26T10:00:00+00:00,2,5,5,4,5.0,3.0,7.49,2.0,7,371,480,108.0,Asia/Seoul,True,2025-01-25T09:00:00+00:00
b2b206f0-e03b-529a-b193-e458de2d7565,b9d51735-7bd6-5b87-aab2-0ece034003fb,,user,Synthetic work task 68,Synthetic training example; not observed human data.,social,2025-01-26T13:00:00+00:00,90,2025-01-26T20:00:00+00:00,4,3,4,2,5.0,5.0,7.63,4.0,7,420,695,106.0,America/New_York,False,2025-01-24T00:00:00+00:00
b698eec7-fca1-51bb-b403-0996a93c1a87,c50c5be2-238a-5b9b-8626-ded1762889e1,,user,Synthetic health task 69,Synthetic training example; not observed human data.,study,2025-01-26T23:00:00+00:00,20,2025-01-27T03:00:00+00:00,1,5,2,4,5.0,4.0,6.09,3.0,1,24,207,72.0,Europe/London,False,2025-01-25T12:00:00+00:00
e179a07c-6f10-54b8-84a4-5dd2b892a874,d0cd7e3b-95b6-509b-90d1-0341e4e89bc4,,user,Synthetic chores task 70,Synthetic training example; not observed human data.,creative,2025-01-27T07:00:00+00:00,30,2025-01-27T12:00:00+00:00,1,5,5,5,4.0,,8.67,4.0,7,420,534,26.0,America/Denver,True,2025-01-24T15:00:00+00:00
87f1ff37-651d-5719-be5a-be7c64631e40,e6021cfa-aea9-5c0c-9134-dbd3e0388619,,user,Synthetic creative task 71,Synthetic training example; not observed human data.,work,2025-01-27T17:00:00+00:00,45,2025-01-27T21:00:00+00:00,3,4,3,3,4.0,3.0,6.31,4.0,2,98,348,44.0,America/Denver,False,2025-01-25T15:00:00+00:00
758f712a-58ea-51fb-af8d-481f5a125625,ea34b572-d755-504d-9b93-e958dd4325a8,,user,Synthetic social task 72,Synthetic training example; not observed human data.,work,2025-01-28T00:00:00+00:00,60,2025-01-28T03:00:00+00:00,2,5,2,5,5.0,2.0,6.4,4.0,4,168,366,90.0,Asia/Seoul,False,2025-01-26T16:00:00+00:00
0117aa5c-5628-5113-a1a1-5fabe0caa294,86c4e7a5-9c0b-561d-95ff-5fa13358ef3d,,user,Synthetic study task 73,Synthetic training example; not observed human data.,chores,2025-01-28T09:00:00+00:00,90,2025-01-28T12:00:00+00:00,5,5,5,5,5.0,4.0,5.74,4.0,4,216,502,111.0,America/Denver,True,2025-01-27T19:00:00+00:00
fc900c0c-17bf-53fb-abb3-8046897d7757,8540b559-3cc4-5c42-a148-b32c0e542f49,,user,Synthetic work task 74,Synthetic training example; not observed human data.,health,2025-01-28T17:00:00+00:00,75,2025-01-28T19:00:00+00:00,1,3,3,2,3.0,2.0,7.87,1.0,2,60,205,114.0,Asia/Seoul,False,2025-01-28T02:00:00+00:00
831784ba-c28b-584d-93a5-c0a10c8cd36d,43079c57-f179-576a-9d90-d4a0dba7f88d,,user,Synthetic health task 75,Synthetic training example; not observed human data.,creative,2025-01-29T02:00:00+00:00,20,2025-01-29T11:00:00+00:00,1,1,2,4,3.0,1.0,6.24,4.0,7,287,470,69.0,America/Denver,False,2025-01-26T18:00:00+00:00
b4268b09-6c71-5280-9775-515acd674674,085ce621-8cfa-5e7e-844c-9f927d3ca9ca,,user,Synthetic chores task 76,Synthetic training example; not observed human data.,study,2025-01-29T13:00:00+00:00,90,2025-01-29T17:00:00+00:00,4,4,1,5,1.0,5.0,5.69,1.0,4,220,358,69.0,Asia/Seoul,True,2025-01-27T07:00:00+00:00
