outcome_id,reason_code,is_primary,user_confirmed,created_at
5a2a7108-d45c-513f-bffb-6786e8073ebb,low_readiness,True,True,2025-01-24T18:00:00+00:00
e936931e-e32e-554d-8d80-c28bdfc73f65,low_readiness,True,True,2025-01-27T10:47:00+00:00
e936931e-e32e-554d-8d80-c28bdfc73f65,interruption,False,True,2025-01-27T10:48:00+00:00
a6e7610a-d080-57d8-a8c2-4cb64744bf10,task_too_difficult,True,True,2025-01-28T02:22:00+00:00
a6e7610a-d080-57d8-a8c2-4cb64744bf10,interruption,False,True,2025-01-28T02:23:00+00:00
61909737-7927-56be-b1cd-dab8df81eee3,interruption,True,True,2025-01-28T09:48:00+00:00
885ab6f5-5f62-546c-8f13-3c725ba7d9a0,low_readiness,True,True,2025-01-29T02:31:00+00:00
be03c81b-f68b-528d-b05e-9387ba150a25,low_readiness,True,True,2025-01-31T00:44:00+00:00
005df164-f0ee-5d38-85df-2a6c76a5eb82,task_too_difficult,True,True,2025-01-31T09:04:00+00:00
7764d9be-8656-569c-9b4b-7067e4fee826,low_readiness,True,True,2025-02-01T06:24:00+00:00
26b6d383-b1ce-56e8-95d3-d894ad71e23e,unclear_plan,True,True,2025-02-01T15:48:00+00:00
26b6d383-b1ce-56e8-95d3-d894ad71e23e,interruption,False,True,2025-02-01T15:49:00+00:00
edb7d11d-ce55-5a95-b878-b5a18c513360,low_readiness,True,True,2025-02-03T02:39:00+00:00
edb7d11d-ce55-5a95-b878-b5a18c513360,interruption,False,True,2025-02-03T02:40:00+00:00
7b54c8f4-d7c8-5db0-b3c4-d65dd496a081,interruption,True,True,2025-02-03T12:25:00+00:00
cb08487c-8692-5439-99a5-a6a15c138947,unclear_plan,True,True,2025-02-04T16:26:00+00:00
1df089c6-2703-5e1c-a90f-fb4fbacb6457,low_readiness,True,True,2025-02-04T22:14:00+00:00
7b2990f2-2502-5a1e-9a3a-c570fc1c6bde,interruption,True,True,2025-02-05T14:59:00+00:00
11052cf9-9e87-5bd0-98e1-b4d3e0f498e9,task_too_difficult,True,True,2025-02-06T05:31:00+00:00
41130ab2-4834-5360-ab43-1e6020b9cc8d,low_readiness,True,True,2025-02-07T14:44:00+00:00
41130ab2-4834-5360-ab43-1e6020b9cc8d,interruption,False,True,2025-02-07T14:45:00+00:00
d8e8c322-f96b-593c-8cf0-fd5c46e08c02,schedule_overload,True,True,2025-02-08T09:17:00+00:00
bf946ad1-cc10-5b3b-b04c-965ec40a5e97,schedule_overload,True,True,2025-02-08T20:21:00+00:00
bf946ad1-cc10-5b3b-b04c-965ec40a5e97,interruption,False,True,2025-02-08T20:22:00+00:00
33d840fc-5838-59ac-a05d-7ddd8ad5525d,low_readiness,True,True,2025-02-11T17:05:00+00:00
33d840fc-5838-59ac-a05d-7ddd8ad5525d,interruption,False,True,2025-02-11T17:06:00+00:00
752a70e4-4c61-59cc-ad31-a61001b4f64c,low_readiness,True,True,2025-02-12T02:44:00+00:00
752a70e4-4c61-59cc-ad31-a61001b4f64c,interruption,False,True,2025-02-12T02:45:00+00:00
3be347c6-b601-5f33-ac81-0617fcce9b75,low_readiness,True,True,2025-02-12T12:00:00+00:00
59da949e-fce3-5d60-b77a-ebac17ee91d7,underestimated_time,True,True,2025-02-13T08:28:00+00:00
131642cd-e3d6-5cdc-8de2-2484cadfa5fa,schedule_overload,True,True,2025-02-13T22:35:00+00:00
131642cd-e3d6-5cdc-8de2-2484cadfa5fa,interruption,False,True,2025-02-13T22:36:00+00:00
cd209dd7-b942-515c-9a62-aa9fcf6b4fc6,low_readiness,True,True,2025-02-14T18:44:00+00:00
7441109b-af18-5fdc-852f-fc28fe5ae98f,low_readiness,True,True,2025-02-15T12:06:00+00:00
7441109b-af18-5fdc-852f-fc28fe5ae98f,interruption,False,True,2025-02-15T12:07:00+00:00
51674897-4f6e-52e2-9924-01a5ea6a6619,interruption,True,True,2025-02-16T16:50:00+00:00
438f41ce-9c93-5313-b4c7-f8632d222e88,schedule_overload,True,True,2025-02-17T01:51:00+00:00
438f41ce-9c93-5313-b4c7-f8632d222e88,interruption,False,True,2025-02-17T01:52:00+00:00
b722348a-aa28-5a21-a7f7-ca778ffba74f,unclear_plan,True,True,2025-02-17T20:01:00+00:00
cb2d266e-aeb9-5e4d-b2bf-371c7b7afb8d,low_readiness,True,True,2025-02-18T12:32:00+00:00
67a2f4b4-d22c-507e-9e4b-6475d055db3b,schedule_overload,True,True,2025-02-19T03:31:00+00:00
67a2f4b4-d22c-507e-9e4b-6475d055db3b,interruption,False,True,2025-02-19T03:32:00+00:00
0b4f4e6f-fb92-5add-84fe-18e046ff4bc7,task_too_difficult,True,True,2025-02-21T01:50:00+00:00
fe7b8b18-b9c4-549a-afe4-b610252330ce,low_readiness,True,True,2025-02-22T02:40:00+00:00
fe7b8b18-b9c4-549a-afe4-b610252330ce,interruption,False,True,2025-02-22T02:41:00+00:00
f87287e4-0cab-50d1-9f10-67ecf0f405f5,interruption,True,True,2025-02-23T00:48:00+00:00
255d3718-4dca-501a-aeb0-be6b11f4233a,low_readiness,True,True,2025-02-24T10:02:00+00:00
d70bc3a0-c962-5508-b7d2-67dccf6fdacd,low_readiness,True,True,2025-02-24T19:27:00+00:00
d70bc3a0-c962-5508-b7d2-67dccf6fdacd,interruption,False,True,2025-02-24T19:28:00+00:00
aed8f546-dce3-5458-8611-669e1869b01e,interruption,True,True,2025-02-25T05:05:00+00:00
60a592e6-2823-5ceb-a925-7e12535e5715,low_readiness,True,True,2025-02-25T14:59:00+00:00
60a592e6-2823-5ceb-a925-7e12535e5715,interruption,False,True,2025-02-25T15:00:00+00:00
8de6bb29-e23a-5a22-b811-67e3759e7141,low_readiness,True,True,2025-02-27T11:07:00+00:00
8de6bb29-e23a-5a22-b811-67e3759e7141,interruption,False,True,2025-02-27T11:08:00+00:00
82ece739-aafa-57f3-8ddc-84b005c64b7a,low_readiness,True,True,2025-02-28T14:19:00+00:00
82ece739-aafa-57f3-8ddc-84b005c64b7a,interruption,False,True,2025-02-28T14:20:00+00:00
e9e1f868-25c2-56f6-9fd0-b18340baa8b8,unexpected_event,True,True,2025-03-01T00:03:00+00:00
e9e1f868-25c2-56f6-9fd0-b18340baa8b8,interruption,False,True,2025-03-01T00:04:00+00:00
80e11c35-33dd-561b-b0ae-0e84d498cc88,low_readiness,True,True,2025-03-01T09:44:00+00:00
80e11c35-33dd-561b-b0ae-0e84d498cc88,interruption,False,True,2025-03-01T09:45:00+00:00
1ae64732-706d-53ee-af71-dc0f69be3040,low_readiness,True,True,2025-03-03T23:56:00+00:00
83fc187a-7b18-523e-bf52-a5798084f2a7,unclear_plan,True,True,2025-03-05T03:09:00+00:00
83fc187a-7b18-523e-bf52-a5798084f2a7,interruption,False,True,2025-03-05T03:10:00+00:00
75ef563c-6e05-5e0c-b942-e1193f8fdce9,low_readiness,True,True,2025-03-06T15:00:00+00:00
624ca618-6ec6-5e43-90f3-ff6b8283560a,interruption,True,True,2025-03-07T17:07:00+00:00
dd33021c-bd2b-5843-9967-31a062bbf863,low_readiness,True,True,2025-03-09T12:40:00+00:00
592c0cbb-aa2e-5349-97da-770619b3da22,low_readiness,True,True,2025-03-10T02:25:00+00:00
592c0cbb-aa2e-5349-97da-770619b3da22,interruption,False,True,2025-03-10T02:26:00+00:00
f1da47b2-a815-5739-85c4-19b5e5ba77e7,low_readiness,True,True,2025-03-13T09:40:00+00:00
e6008c7a-74ba-51f1-a5fd-413d6ea927ca,low_readiness,True,True,2025-03-13T18:55:00+00:00
e6008c7a-74ba-51f1-a5fd-413d6ea927ca,interruption,False,True,2025-03-13T18:56:00+00:00
748b5672-2a4d-577c-9539-2ef45e715a73,interruption,True,True,2025-03-15T07:44:00+00:00
0c7a56a0-21fb-5db1-a4b1-2dfeeb15ae79,schedule_overload,True,True,2025-03-16T18:27:00+00:00
0c7a56a0-21fb-5db1-a4b1-2dfeeb15ae79,interruption,False,True,2025-03-16T18:28:00+00:00
92b86652-e71a-5708-884a-8d286266eb03,low_readiness,True,True,2025-03-17T13:27:00+00:00
92b86652-e71a-5708-884a-8d286266eb03,interruption,False,True,2025-03-17T13:28:00+00:00
06c49fc6-1f74-5776-96d0-7f57aec6f39b,task_too_difficult,True,True,2025-03-17T20:48:00+00:00
06c49fc6-1f74-5776-96d0-7f57aec6f39b,interruption,False,True,2025-03-17T20:49:00+00:00
ae6f8c78-c5f5-5a2c-b3b0-3ae3331bfa46,interruption,True,True,2025-03-18T07:40:00+00:00
ef5de020-888d-504e-929b-1ec5d5da1e2c,low_readiness,True,True,2025-03-18T13:57:00+00:00
59ef03d9-5ace-52a7-b80b-52d2f9dad3e5,underestimated_time,True,True,2025-03-20T00:42:00+00:00
59ef03d9-5ace-52a7-b80b-52d2f9dad3e5,interruption,False,True,2025-03-20T00:43:00+00:00
10ff444e-b8e8-5382-9003-0157d18742e0,low_readiness,True,True,2025-03-21T15:29:00+00:00
10ff444e-b8e8-5382-9003-0157d18742e0,interruption,False,True,2025-03-21T15:30:00+00:00
18b0b7e0-1ab1-543b-a1c4-81a16a34679a,schedule_overload,True,True,2025-03-22T17:26:00+00:00
9e60b15d-9e7d-5234-84b4-38e5dd5e8209,low_readiness,True,True,2025-03-26T02:35:00+00:00
351d01b8-759d-531f-88c6-8e5d22061262,low_readiness,True,True,2025-03-26T11:43:00+00:00
4149b9f9-eea5-5930-a26d-3065d9ec85ad,low_readiness,True,True,2025-03-26T20:58:00+00:00
4149b9f9-eea5-5930-a26d-3065d9ec85ad,interruption,False,True,2025-03-26T20:59:00+00:00
9e31894c-aeee-5ff6-b9e6-b8e140b8c289,task_too_difficult,True,True,2025-03-27T03:15:00+00:00
9e31894c-aeee-5ff6-b9e6-b8e140b8c289,interruption,False,True,2025-03-27T03:16:00+00:00
04cba6f0-3d1c-5311-95a8-9eef035819e3,interruption,True,True,2025-03-30T15:50:00+00:00
ba2d14c0-93af-51cb-91a4-fed1fcea74a8,low_readiness,True,True,2025-04-01T01:49:00+00:00
a032ed74-eadb-5282-82f2-4e029995fbd4,underestimated_time,True,True,2025-04-02T12:00:00+00:00
a032ed74-eadb-5282-82f2-4e029995fbd4,interruption,False,True,2025-04-02T12:01:00+00:00
1750fd41-a390-5b73-844a-daacaaa8edd5,low_readiness,True,True,2025-04-04T00:32:00+00:00
942052d3-3ff5-5347-87a5-5e37528728a1,low_readiness,True,True,2025-04-04T10:53:00+00:00
88acccdf-bb74-57ff-b238-bca8086288ae,low_readiness,True,True,2025-04-05T13:42:00+00:00
88acccdf-bb74-57ff-b238-bca8086288ae,interruption,False,True,2025-04-05T13:43:00+00:00
257cc395-fc5f-5392-aecd-9bc596b104a1,low_readiness,True,True,2025-04-06T16:59:00+00:00
257cc395-fc5f-5392-aecd-9bc596b104a1,interruption,False,True,2025-04-06T17:00:00+00:00
413749f5-2ea9-5ebe-b6e9-edd79de15965,low_readiness,True,True,2025-04-07T20:44:00+00:00
35f7ff28-b920-5b44-addc-d50fac2b76c8,interruption,True,True,2025-04-08T08:30:00+00:00
b985e435-044d-5d24-957a-ad4eb2f23a2c,low_readiness,True,True,2025-04-09T07:51:00+00:00
45bdded1-6e23-5629-95a4-8580c1a2ef54,low_readiness,True,True,2025-04-09T19:30:00+00:00
45bdded1-6e23-5629-95a4-8580c1a2ef54,interruption,False,True,2025-04-09T19:31:00+00:00
63040557-058f-5bc7-8323-2f8f2c51b1a9,schedule_overload,True,True,2025-04-11T06:28:00+00:00
95ee57b1-4c1c-5a99-8fe3-c9279faf76e3,interruption,True,True,2025-04-11T23:43:00+00:00
1b0c52fa-71fb-5591-9cfa-319494e4a980,interruption,True,True,2025-04-12T08:22:00+00:00
b43bcd1c-e049-53ea-a1a2-f0f9e41d9900,low_readiness,True,True,2025-04-12T19:54:00+00:00
d2e1203b-7cc2-584f-ac11-083980572549,task_too_difficult,True,True,2025-04-13T02:05:00+00:00
52bcff6b-1fd6-55e3-8dac-2ce71c67a15a,task_too_difficult,True,True,2025-04-15T00:33:00+00:00
52bcff6b-1fd6-55e3-8dac-2ce71c67a15a,interruption,False,True,2025-04-15T00:34:00+00:00
3da63544-0ddf-5b2f-924f-22899f20cec6,low_readiness,True,True,2025-04-18T17:49:00+00:00
3da63544-0ddf-5b2f-924f-22899f20cec6,interruption,False,True,2025-04-18T17:50:00+00:00
144fa582-f6a5-5102-9d77-76be234e7394,low_readiness,True,True,2025-04-19T01:19:00+00:00
144fa582-f6a5-5102-9d77-76be234e7394,interruption,False,True,2025-04-19T01:20:00+00:00
1e3e0c46-f09a-536c-9ec3-d9eef3b23198,low_readiness,True,True,2025-04-19T18:23:00+00:00
3f59cbf8-9772-5343-a04c-e73768042d0b,low_readiness,True,True,2025-04-20T12:41:00+00:00
26863172-78b8-5900-b401-f5b32620196a,low_readiness,True,True,2025-04-21T18:12:00+00:00
d76a8f76-c21a-5277-971a-3feabd6c6bac,low_readiness,True,True,2025-04-22T02:27:00+00:00
d76a8f76-c21a-5277-971a-3feabd6c6bac,interruption,False,True,2025-04-22T02:28:00+00:00
cd1186dd-6f9a-50dc-9304-387654e46bdd,unclear_plan,True,True,2025-04-23T15:27:00+00:00
d9559bc3-ffc5-51cc-bee5-458058c9c967,low_readiness,True,True,2025-04-23T23:22:00+00:00
238c8032-24d3-5028-b772-82ed03570a31,low_readiness,True,True,2025-04-25T09:15:00+00:00
ddf72da0-a443-5a85-8306-3ccc59c1f6c9,low_readiness,True,True,2025-04-26T04:30:00+00:00
59ef5cdc-ea8a-5f43-8aa3-366bfddff27b,low_readiness,True,True,2025-04-27T11:28:00+00:00
59ef5cdc-ea8a-5f43-8aa3-366bfddff27b,interruption,False,True,2025-04-27T11:29:00+00:00
698a5733-eb31-5e22-8493-8fc4ea61cdb8,schedule_overload,True,True,2025-04-27T17:49:00+00:00
6da75321-8ebe-504e-bacf-d913e0983766,low_readiness,True,True,2025-04-29T04:54:00+00:00
6da75321-8ebe-504e-bacf-d913e0983766,interruption,False,True,2025-04-29T04:55:00+00:00
a996d78b-0176-5d61-9ed5-e0957b0a1867,interruption,True,True,2025-04-30T16:02:00+00:00
05559dda-5db3-5c82-98b4-21184bf4f3bf,interruption,True,True,2025-05-01T03:08:00+00:00
86322c45-8471-5f1e-854b-fb6272f308b9,low_readiness,True,True,2025-05-02T12:09:00+00:00
7a655fde-3048-5079-82a6-dd77114c3ca8,interruption,True,True,2025-05-04T01:00:00+00:00
b7624827-a13e-500d-a6fd-456f4fe8defd,schedule_overload,True,True,2025-05-04T09:49:00+00:00
b7624827-a13e-500d-a6fd-456f4fe8defd,interruption,False,True,2025-05-04T09:50:00+00:00
32c8a9e3-41bf-59fb-8015-156a8de63d8a,low_readiness,True,True,2025-05-04T19:54:00+00:00
32c8a9e3-41bf-59fb-8015-156a8de63d8a,interruption,False,True,2025-05-04T19:55:00+00:00
c7e881a1-5e5f-5603-83e6-ca5b18fe7af2,schedule_overload,True,True,2025-05-05T05:02:00+00:00
4785fa81-4123-56c9-8661-1a60c7c2595d,low_readiness,True,True,2025-05-06T17:27:00+00:00
10b4f94e-1247-50f5-8c59-df4ba97b9023,low_readiness,True,True,2025-05-07T02:45:00+00:00
1d6a628d-78bc-5835-aa66-e5204226f25d,low_readiness,True,True,2025-05-07T13:05:00+00:00
0502e8e9-1ef4-5833-8344-cd2ff1ccf402,interruption,True,True,2025-05-07T20:31:00+00:00
65e2f164-5543-51c3-bac0-0c523d5cadff,schedule_overload,True,True,2025-05-09T10:28:00+00:00
f78c58bf-6ef3-5986-8fbd-92b9c4ceb00e,unclear_plan,True,True,2025-05-09T18:02:00+00:00
7666a38a-1810-59ea-8bb6-a116bb93bfac,interruption,True,True,2025-05-10T13:12:00+00:00
ce573ccd-8cb5-5103-9e07-855c8e3b292c,low_readiness,True,True,2025-05-10T22:24:00+00:00
ce573ccd-8cb5-5103-9e07-855c8e3b292c,interruption,False,True,2025-05-10T22:25:00+00:00
456d6100-0182-59c8-b2f1-272d3b21c439,low_readiness,True,True,2025-05-11T05:46:00+00:00
66f11bac-8980-5597-b103-7d7d3623426b,underestimated_time,True,True,2025-05-12T00:09:00+00:00
9cc7c5a2-8432-5c54-854b-65b8aee87cc4,task_too_difficult,True,True,2025-05-14T12:19:00+00:00
0bdba2c9-bb43-5668-b150-b237232c5c7c,interruption,True,True,2025-05-14T22:21:00+00:00
dbd458be-9908-5b26-acd5-88d0d0d88ab7,low_readiness,True,True,2025-05-15T06:24:00+00:00
dbd458be-9908-5b26-acd5-88d0d0d88ab7,interruption,False,True,2025-05-15T06:25:00+00:00
109a10f7-f9fd-5d28-9eb2-22c6023b3c1c,unclear_plan,True,True,2025-05-16T19:49:00+00:00
51bc3a2e-c25c-5eab-b198-47a5cf38df63,unclear_plan,True,True,2025-05-17T15:03:00+00:00
0b62f64a-3621-5e13-94d0-3cc916127ac1,task_too_difficult,True,True,2025-05-18T07:05:00+00:00
7da8a45c-373c-524a-a748-a2e2ec35336a,interruption,True,True,2025-05-18T16:52:00+00:00
37c3bd36-03f5-5e1e-ad29-4df14a39eaa1,underestimated_time,True,True,2025-05-19T09:21:00+00:00
26169e5c-b42a-5dcb-b3b7-58cacd6c5968,schedule_overload,True,True,2025-05-20T14:54:00+00:00
26169e5c-b42a-5dcb-b3b7-58cacd6c5968,interruption,False,True,2025-05-20T14:55:00+00:00
375ab666-ea4f-59fe-8fc0-97ff5516d07a,unclear_plan,True,True,2025-05-20T22:54:00+00:00
88cdcdbd-e7f7-52fa-8af8-f80f4d214b83,low_readiness,True,True,2025-05-21T08:04:00+00:00
88cdcdbd-e7f7-52fa-8af8-f80f4d214b83,interruption,False,True,2025-05-21T08:05:00+00:00
c3ec06b8-1dad-5d5d-bd1e-a5adf86e2679,schedule_overload,True,True,2025-05-22T03:02:00+00:00
45c5ddba-8763-57ac-9c5e-7adb704ff9fc,low_readiness,True,True,2025-05-23T14:20:00+00:00
bbd6dbd6-693b-5f3a-a470-aa2ebe4a501d,interruption,True,True,2025-05-24T18:47:00+00:00
e7b35c07-a27e-51c9-a83a-1b2db1f0c316,low_readiness,True,True,2025-05-25T17:21:00+00:00
1496412f-041e-5463-8639-8f67be42a821,schedule_overload,True,True,2025-05-26T14:29:00+00:00
1496412f-041e-5463-8639-8f67be42a821,interruption,False,True,2025-05-26T14:30:00+00:00
af292842-6d08-53be-b67f-10b32586c6b1,low_readiness,True,True,2025-05-27T09:05:00+00:00
423792f4-6b1e-592f-8b82-1997cf07f983,unclear_plan,True,True,2025-05-31T09:26:00+00:00
423792f4-6b1e-592f-8b82-1997cf07f983,interruption,False,True,2025-05-31T09:27:00+00:00
7f11b436-8cea-5e43-8b55-cbb6123b6f64,low_readiness,True,True,2025-06-01T05:28:00+00:00
7f11b436-8cea-5e43-8b55-cbb6123b6f64,interruption,False,True,2025-06-01T05:29:00+00:00
6e879a43-6fa0-5e57-a231-0be6eee553a8,underestimated_time,True,True,2025-06-02T17:24:00+00:00
6e879a43-6fa0-5e57-a231-0be6eee553a8,interruption,False,True,2025-06-02T17:25:00+00:00
565d1450-121b-57d1-b7b6-6a81e23f8394,interruption,True,True,2025-06-04T21:18:00+00:00
99098f30-8374-5f33-b1fb-7b97b4a77c3a,low_readiness,True,True,2025-06-07T14:25:00+00:00
99098f30-8374-5f33-b1fb-7b97b4a77c3a,interruption,False,True,2025-06-07T14:26:00+00:00
4acfbb3f-4500-5cfc-a923-4b55db3cc929,low_readiness,True,True,2025-06-10T13:57:00+00:00
827dcd83-f621-5268-ac33-e70ec2d7e572,interruption,True,True,2025-06-13T08:04:00+00:00
07f048de-0977-56b7-b973-27d919d3a05e,schedule_overload,True,True,2025-06-14T15:22:00+00:00
f259d754-62e8-5b0f-b017-4478d05403a1,unexpected_event,True,True,2025-06-15T03:18:00+00:00
e46f8323-dd24-568a-a0ef-cb4c48d5e37f,low_readiness,True,True,2025-06-15T22:16:00+00:00
1f347b80-ac21-5b79-8a9e-2d5328c1cda1,low_readiness,True,True,2025-06-16T22:21:00+00:00
e6df1411-b2ee-50e2-91ee-9d321abbbf9b,low_readiness,True,True,2025-06-18T18:24:00+00:00
e6df1411-b2ee-50e2-91ee-9d321abbbf9b,interruption,False,True,2025-06-18T18:25:00+00:00
7724f8ec-5bd7-5d2c-a311-f6d14d51f21a,schedule_overload,True,True,2025-06-20T07:56:00+00:00
7724f8ec-5bd7-5d2c-a311-f6d14d51f21a,interruption,False,True,2025-06-20T07:57:00+00:00
82b21724-3857-5cf0-a705-1c8bc3235784,schedule_overload,True,True,2025-06-22T05:47:00+00:00
d7a152f6-19c0-5a9f-94d0-5ae47f12a123,task_too_difficult,True,True,2025-06-23T00:25:00+00:00
d7a152f6-19c0-5a9f-94d0-5ae47f12a123,interruption,False,True,2025-06-23T00:26:00+00:00
730f6480-f3c4-5363-a67c-b40e7725a032,low_readiness,True,True,2025-06-23T14:40:00+00:00
eafd5e1f-1037-59ef-96ce-de5e0f72a4ea,underestimated_time,True,True,2025-06-24T08:29:00+00:00
eafd5e1f-1037-59ef-96ce-de5e0f72a4ea,interruption,False,True,2025-06-24T08:30:00+00:00
62b88e57-f33a-5b33-bcd4-b7afecec8e85,schedule_overload,True,True,2025-06-24T22:06:00+00:00
62b88e57-f33a-5b33-bcd4-b7afecec8e85,interruption,False,True,2025-06-24T22:07:00+00:00
c34b853e-f60f-5e9f-83b6-953799124b72,unclear_plan,True,True,2025-06-25T06:58:00+00:00
b681b73b-63f5-5140-ba3b-e4949c7d76c9,low_readiness,True,True,2025-06-27T05:20:00+00:00
14d552cd-1259-5e1f-87e6-489320141674,schedule_overload,True,True,2025-06-27T21:52:00+00:00
14d552cd-1259-5e1f-87e6-489320141674,interruption,False,True,2025-06-27T21:53:00+00:00
ea468daa-99a2-5810-9689-ad6317313464,unclear_plan,True,True,2025-06-28T06:22:00+00:00
fd90d079-ef8d-5d49-bacf-c26d136eee09,schedule_overload,True,True,2025-06-28T15:13:00+00:00
fd90d079-ef8d-5d49-bacf-c26d136eee09,interruption,False,True,2025-06-28T15:14:00+00:00
127bc78b-d51a-5804-8836-f725c769eb41,unexpected_event,True,True,2025-06-28T21:30:00+00:00
127bc78b-d51a-5804-8836-f725c769eb41,interruption,False,True,2025-06-28T21:31:00+00:00
1bff5915-e4ab-5d9b-ad66-11a36813bf0e,unclear_plan,True,True,2025-07-02T16:09:00+00:00
4d779cc9-17f9-5ad1-ac42-d10f15e08997,low_readiness,True,True,2025-07-03T14:05:00+00:00
4d779cc9-17f9-5ad1-ac42-d10f15e08997,interruption,False,True,2025-07-03T14:06:00+00:00
ebcd1a35-edcf-568c-a939-c7f39b2de3ab,task_too_difficult,True,True,2025-07-05T00:28:00+00:00
4644e03c-4765-5f75-aa9d-4897c9148dfa,task_too_difficult,True,True,2025-07-05T19:43:00+00:00
d573edbb-cb6d-55ea-a5c4-2eaad7238228,task_too_difficult,True,True,2025-07-10T17:52:00+00:00
0b73666f-721f-5034-ba1c-720d9dbd1e60,interruption,True,True,2025-07-11T17:31:00+00:00
48346275-f530-5e1d-8e12-255a5a7a0731,task_too_difficult,True,True,2025-07-12T20:43:00+00:00
48346275-f530-5e1d-8e12-255a5a7a0731,interruption,False,True,2025-07-12T20:44:00+00:00
b9a402b8-3c5f-50f2-a854-38598bbc8ba4,schedule_overload,True,True,2025-07-14T16:02:00+00:00
a7017dda-57b2-5e17-aa03-5213ff4dd5e8,low_readiness,True,True,2025-07-15T11:48:00+00:00
a7017dda-57b2-5e17-aa03-5213ff4dd5e8,interruption,False,True,2025-07-15T11:49:00+00:00
a3277c19-9e6b-5b74-813c-101af56284e9,task_too_difficult,True,True,2025-07-15T20:55:00+00:00
dca090c7-0172-5cc2-9afa-0854307b4409,unclear_plan,True,True,2025-07-17T16:00:00+00:00
dca090c7-0172-5cc2-9afa-0854307b4409,interruption,False,True,2025-07-17T16:01:00+00:00
29cde60b-eade-5b4a-9891-93eab23b9705,schedule_overload,True,True,2025-07-19T03:23:00+00:00
